Name, Time, Duration, Frames
L1_FinalTarget (Target), 59.870160, 1.231377, 73.882600
L2_FinalTarget (Target), 59.870160, 0.000000, 0.000000
L3_Target_1 (Target), 59.870160, 0.000000, 0.000000
L3_FinalTarget (Target), 59.870160, 0.000000, 0.000000
L4_Target_2 (Target), 59.870160, 0.000000, 0.000000
L4_FinalTarget (Target), 59.870160, 0.000000, 0.000000
L5_Target_2 (Target), 59.870160, 0.000000, 0.000000
L5_FinalTarget (Target), 59.870160, 0.000000, 0.000000
L6_FinalTarget (Target), 59.870160, 0.000000, 0.000000
L7_FinalTarget (Target), 59.870160, 0.000000, 0.000000
L7_l7_l_L7_FinalTarget_1_1_1 (Target), 59.870160, 0.000000, 0.000000
L8_Target_2 (Target), 59.870160, 0.000000, 0.000000
L8_Target_3 (Target), 59.870160, 0.000000, 0.000000
L8_FinalTarget (Target), 59.870160, 0.000000, 0.000000
Level1 (Level), 59.870160, 0.266666, 15.999980
